Unnamed: 0,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
616,CHRYSLER Sebring Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6,20.0,29.0,23.0,7,yes
617,CHRYSLER Sebring Convertible,2.7,6,Auto-L4,2WD,Gasoline,small car,6,18.0,26.0,21.0,6,no
620,CHRYSLER Town & Country,3.3,6,Auto-L4,2WD,Gasoline,minivan,7,17.0,24.0,19.0,5,no
621,CHRYSLER Town & Country,3.8,6,Auto-L6,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
622,CHRYSLER Town & Country,4.0,6,Auto-L6,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
629,DODGE Avenger,2.4,4,Auto-L4,2WD,Gasoline,midsize car,7,21.0,30.0,24.0,7,yes
630,DODGE Avenger,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7,15.0,24.0,18.0,5,no
631,DODGE Avenger,3.5,6,Auto-L6,2WD,Gasoline,midsize car,7,16.0,26.0,19.0,5,no
633,DODGE Avenger,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6,21.0,30.0,24.0,7,yes
634,DODGE Avenger,2.7,6,Auto-L4,2WD,Gasoline,midsize car,6,19.0,27.0,22.0,6,no
638,DODGE Caliber,2.4,4,Auto-AV,4WD,Gasoline,midsize car,7,21.0,24.0,22.0,6,yes
639,DODGE Caliber,2.4,4,Auto-AV,2WD,Gasoline,midsize car,7,21.0,25.0,23.0,7,yes
641,DODGE Caliber,2.0,4,Auto-AV,2WD,Gasoline,midsize car,6,23.0,27.0,24.0,7,yes
644,DODGE Caliber,2.4,4,Auto-AV,2WD,Gasoline,midsize car,6,21.0,25.0,23.0,7,yes
645,DODGE Caravan,3.3,6,Auto-L4,2WD,Gasoline,minivan,7,17.0,24.0,19.0,5,no
646,DODGE Caravan,3.8,6,Auto-L6,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
647,DODGE Caravan,4.0,6,Auto-L6,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
653,DODGE Challenger,6.1,8,Auto-L5,2WD,Gasoline,midsize car,6,13.0,18.0,15.0,3,no
654,DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7,15.0,22.0,18.0,5,no
655,DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7,17.0,24.0,20.0,6,yes
656,DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7,17.0,24.0,20.0,6,yes
660,DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6,18.0,26.0,21.0,6,no
665,DODGE Charger,6.1,8,Auto-L5,2WD,Gasoline,large car,6,13.0,18.0,15.0,3,no
666,DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,pickup,7,15.0,20.0,17.0,4,no
667,DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,pickup,7,14.0,18.0,15.0,3,no
668,DODGE Dakota,4.7,8,Auto-L5,2WD,Gasoline,pickup,7,14.0,19.0,15.0,3,no
669,DODGE Dakota,4.7,8,Auto-L5,4WD,Gasoline,pickup,7,14.0,19.0,15.0,3,no
674,DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,pickup,6,15.0,20.0,17.0,4,no
675,DODGE Dakota,3.7,6,Man-6,2WD,Gasoline,pickup,6,16.0,20.0,18.0,5,no
676,DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,pickup,6,14.0,18.0,15.0,3,no
677,DODGE Dakota,3.7,6,Man-6,4WD,Gasoline,pickup,6,15.0,19.0,16.0,4,no
680,DODGE Durango,3.7,6,Auto-L4,2WD,Gasoline,SUV,7,14.0,19.0,16.0,4,no
681,DODGE Durango,4.7,8,Auto-L5,2WD,Gasoline,SUV,7,14.0,19.0,15.0,3,no
682,DODGE Durango,4.7,8,Auto-L5,4WD,Gasoline,SUV,7,13.0,17.0,15.0,3,no
686,DODGE Durango,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13.0,19.0,15.0,3,no
687,DODGE Durango,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13.0,18.0,15.0,3,no
690,DODGE Magnum,3.5,6,Auto-L5,2WD,Gasoline,SUV,7,17.0,24.0,20.0,6,yes
691,DODGE Magnum,3.5,6,Auto-L4,2WD,Gasoline,SUV,7,17.0,24.0,20.0,6,yes
692,DODGE Magnum,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,15.0,22.0,18.0,5,no
696,DODGE Magnum,2.7,6,Auto-L4,2WD,Gasoline,SUV,6,18.0,26.0,21.0,6,no
701,DODGE Magnum,6.1,8,Auto-L5,2WD,Gasoline,SUV,6,13.0,18.0,15.0,3,no
702,DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,SUV,7,16.0,22.0,18.0,5,no
703,DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,SUV,7,15.0,21.0,17.0,4,no
708,DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
709,DODGE Nitro,3.7,6,Man-6,2WD,Gasoline,SUV,6,16.0,22.0,19.0,5,no
710,DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,SUV,6,15.0,21.0,17.0,4,no
711,DODGE Nitro,3.7,6,Man-6,4WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
713,DODGE Nitro,4.0,6,Auto-L5,2WD,Gasoline,SUV,6,16.0,21.0,18.0,5,no
714,DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,pickup,7,14.0,19.0,16.0,4,no
715,DODGE RAM 1500,4.7,8,Auto-L5,2WD,Gasoline,pickup,7,13.0,18.0,15.0,3,no
716,DODGE RAM 1500,4.7,8,Auto-L5,4WD,Gasoline,pickup,7,13.0,17.0,15.0,3,no
719,DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,pickup,6,14.0,19.0,16.0,4,no
720,DODGE RAM 1500,3.7,6,Man-6,2WD,Gasoline,pickup,6,16.0,19.0,17.0,4,no
723,DODGE RAM 1500,4.7,8,Man-6,2WD,Gasoline,pickup,6,13.0,17.0,14.0,2,no
724,DODGE RAM 1500,4.7,8,Man-6,4WD,Gasoline,pickup,6,12.0,16.0,14.0,2,no
727,DODGE RAM 1500,5.7,8,Auto-L5,2WD,Gasoline,pickup,6,13.0,19.0,15.0,3,no
728,DODGE RAM 1500,5.7,8,Auto-L5,4WD,Gasoline,pickup,6,13.0,17.0,14.0,2,no
756,DODGE Viper,8.4,10,Man-6,2WD,Gasoline,small car,6,13.0,22.0,16.0,4,no
758,DODGE Viper Convertible,8.4,10,Man-6,2WD,Gasoline,small car,6,13.0,22.0,16.0,4,no
761,FERRARI 599 GTB Fiorano,5.9,12,Auto-6,2WD,Gasoline,small car,6,11.0,15.0,12.0,0,no
762,FERRARI 599 GTB Fiorano,5.9,12,Man-6,2WD,Gasoline,small car,6,11.0,15.0,12.0,0,no
765,FERRARI 612 Scaglietti,5.7,12,Auto-6,2WD,Gasoline,midsize car,6,9.0,16.0,11.0,0,no
766,FERRARI 612 Scaglietti,5.7,12,Man-6,2WD,Gasoline,midsize car,6,10.0,15.0,12.0,0,no
801,FORD Edge,3.5,6,Auto-L6,2WD,Gasoline,SUV,7,16.0,24.0,19.0,5,no
802,FORD Edge,3.5,6,Auto-L6,4WD,Gasoline,SUV,7,15.0,22.0,18.0,5,no
805,FORD Escape,2.3,4,Man-5,2WD,Gasoline,SUV,7,22.0,28.0,24.0,7,yes
809,FORD Escape,2.3,4,Auto-L4,2WD,Gasoline,SUV,6,20.0,26.0,22.0,6,no
810,FORD Escape,2.3,4,Auto-L4,4WD,Gasoline,SUV,6,19.0,24.0,21.0,6,no
813,FORD Escape,3.0,6,Auto-L4,2WD,Gasoline,SUV,6,18.0,24.0,20.0,6,no
814,FORD Escape,3.0,6,Auto-L4,4WD,Gasoline,SUV,6,17.0,22.0,19.0,5,no
815,FORD Escape Hybrid,2.3,4,Auto-AV,2WD,Gasoline,SUV,9.5,34.0,30.0,32.0,9,yes
816,FORD Escape Hybrid,2.3,4,Auto-AV,4WD,Gasoline,SUV,9.5,29.0,27.0,28.0,8,yes
819,FORD Expedition,5.4,8,Auto-L6,2WD,Gasoline,SUV,7,12.0,18.0,14.0,2,no
825,FORD Explorer,4.0,6,Auto-L5,2WD,Gasoline,SUV,7,14.0,20.0,16.0,4,no
826,FORD Explorer,4.0,6,Auto-L5,4WD,Gasoline,SUV,7,13.0,19.0,15.0,3,no
827,FORD Explorer,4.6,8,Auto-L6,2WD,Gasoline,SUV,7,13.0,20.0,16.0,4,no
828,FORD Explorer,4.6,8,Auto-L6,2WD,Gasoline,SUV,7,13.0,20.0,16.0,4,no
829,FORD Explorer,4.6,8,Auto-L6,4WD,Gasoline,SUV,7,13.0,19.0,15.0,3,no
830,FORD Explorer,4.6,8,Auto-L6,4WD,Gasoline,SUV,7,13.0,19.0,15.0,3,no
835,FORD Explorer Sport Trac,4.0,6,Auto-L5,2WD,Gasoline,pickup,7,14.0,20.0,16.0,4,no
836,FORD Explorer Sport Trac,4.0,6,Auto-L5,4WD,Gasoline,pickup,7,13.0,19.0,15.0,3,no
837,FORD Explorer Sport Trac,4.6,8,Auto-L6,2WD,Gasoline,pickup,7,13.0,20.0,16.0,4,no
838,FORD Explorer Sport Trac,4.6,8,Auto-L6,2WD,Gasoline,pickup,7,13.0,20.0,16.0,4,no
839,FORD Explorer Sport Trac,4.6,8,Auto-L6,4WD,Gasoline,pickup,7,13.0,19.0,15.0,3,no
840,FORD Explorer Sport Trac,4.6,8,Auto-L6,4WD,Gasoline,pickup,7,13.0,19.0,15.0,3,no
845,FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,13.0,17.0,14.0,2,no
846,FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7,13.0,17.0,14.0,2,no
847,FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6,14.0,19.0,16.0,4,no
848,FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6,14.0,20.0,16.0,4,no
849,FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6,14.0,19.0,16.0,4,no
850,FORD F150,4.6,8,Auto-L4,4WD,Gasoline,pickup,6,13.0,17.0,14.0,2,no
862,FORD F150 STX SE,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,14.0,19.0,15.0,3,no
863,FORD F150 STX SE,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,14.0,19.0,15.0,3,no
900,FORD Focus,2.0,4,Auto-L4,2WD,Gasoline,small car,9.5,24.0,33.0,28.0,8,yes
901,FORD Focus,2.0,4,Man-5,2WD,Gasoline,small car,9.5,24.0,35.0,28.0,8,yes
906,FORD Fusion,2.3,4,Auto-L5,2WD,Gasoline,midsize car,9.5,20.0,28.0,23.0,7,yes
907,FORD Fusion,3.0,6,Auto-L6,4WD,Gasoline,midsize car,7,17.0,25.0,20.0,6,yes
908,FORD Fusion,3.0,6,Auto-L6,2WD,Gasoline,midsize car,7,18.0,26.0,21.0,6,yes
913,FORD Mustang,4.0,6,Auto-L5,2WD,Gasoline,small car,7,16.0,24.0,19.0,5,no
914,FORD Mustang,4.0,6,Man-5,2WD,Gasoline,small car,7,17.0,26.0,20.0,6,yes
915,FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,small car,7,15.0,22.0,18.0,5,no
916,FORD Mustang,4.6,8,Man-5,2WD,Gasoline,small car,7,15.0,23.0,18.0,5,no
921,FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,small car,6,15.0,22.0,18.0,5,no
922,FORD Mustang,4.6,8,Man-5,2WD,Gasoline,small car,6,15.0,23.0,18.0,5,no
924,FORD Mustang,5.4,8,Man-6,2WD,Gasoline,small car,6,14.0,20.0,16.0,4,no
925,FORD Ranger,2.3,4,Auto-L5,2WD,Gasoline,pickup,7,19.0,24.0,21.0,6,yes
926,FORD Ranger,2.3,4,Man-5,2WD,Gasoline,pickup,7,21.0,26.0,23.0,7,yes
927,FORD Ranger,3.0,6,Auto-L5,2WD,Gasoline,pickup,7,15.0,20.0,17.0,4,no
928,FORD Ranger,3.0,6,Man-5,2WD,Gasoline,pickup,7,16.0,22.0,18.0,5,no
929,FORD Ranger,3.0,6,Auto-L5,2WD,Gasoline,pickup,7,15.0,20.0,17.0,4,no
930,FORD Ranger,3.0,6,Man-5,2WD,Gasoline,pickup,7,16.0,22.0,18.0,5,no
931,FORD Ranger,3.0,6,Auto-L5,4WD,Gasoline,pickup,7,14.0,19.0,16.0,4,no
932,FORD Ranger,3.0,6,Man-5,4WD,Gasoline,pickup,7,15.0,20.0,17.0,4,no
945,FORD Ranger,4.0,6,Man-5,2WD,Gasoline,pickup,6,15.0,20.0,17.0,4,no
946,FORD Ranger,4.0,6,Auto-L5,2WD,Gasoline,pickup,6,15.0,20.0,17.0,4,no
947,FORD Ranger,4.0,6,Auto-L5,4WD,Gasoline,pickup,6,14.0,17.0,15.0,3,no
948,FORD Ranger,4.0,6,Man-5,4WD,Gasoline,pickup,6,15.0,19.0,16.0,4,no
949,FORD Taurus,3.5,6,Auto-L6,4WD,Gasoline,large car,9.5,17.0,24.0,19.0,5,no
950,FORD Taurus,3.5,6,Auto-L6,2WD,Gasoline,large car,9.5,18.0,28.0,22.0,6,yes
953,FORD Taurus X,3.5,6,Auto-L6,2WD,Gasoline,SUV,9.5,16.0,24.0,19.0,5,no
954,FORD Taurus X,3.5,6,Auto-L6,4WD,Gasoline,SUV,9.5,15.0,22.0,18.0,5,no
965,GMC Acadia,3.6,6,Auto-L6,2WD,Gasoline,SUV,6,16.0,24.0,19.0,5,no
966,GMC Acadia,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
988,GMC Envoy,5.3,8,Auto-L4,2WD,Gasoline,SUV,6,14.0,20.0,17.0,4,no
989,GMC Envoy,5.3,8,Auto-L4,4WD,Gasoline,SUV,6,13.0,19.0,16.0,4,no
995,GMC Savana 1500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15.0,20.0,17.0,4,no
1002,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,12.0,16.0,14.0,2,no
1003,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
1004,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13.0,17.0,15.0,3,no
1005,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14.0,18.0,15.0,3,no
1006,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,12.0,16.0,14.0,2,no
1007,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
1011,GMC Savana 2500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15.0,20.0,17.0,4,no
1016,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
1017,GMC Savana 2500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13.0,17.0,15.0,3,no
1018,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14.0,18.0,15.0,3,no
1019,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
1050,GMC Sierra 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6,15.0,20.0,17.0,4,no
1051,GMC Sierra 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6,14.0,18.0,15.0,3,no
1056,GMC Sierra 15,6.0,8,Auto-L4,2WD,Gasoline,pickup,6,13.0,18.0,15.0,3,no
1059,GMC Sierra 15,6.2,8,Auto-L6,2WD,Gasoline,pickup,6,12.0,19.0,15.0,3,no
1060,GMC Sierra 15,6.2,8,Auto-L6,4WD,Gasoline,pickup,6,12.0,18.0,14.0,2,no
1097,GMC Yukon 1500,6.0,8,Auto-L4,2WD,Gasoline,SUV,6,12.0,17.0,14.0,2,no
1100,GMC Yukon 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6,12.0,19.0,14.0,2,no
1101,GMC Yukon 1500,6.2,8,Auto-L6,4WD,Gasoline,SUV,6,12.0,18.0,14.0,2,no
1105,GMC Yukon 1500 Hybrid,6.0,8,Auto-AV,2WD,Gasoline,SUV,6,21.0,22.0,21.0,6,no
1106,GMC Yukon 1500 Hybrid,6.0,8,Auto-AV,4WD,Gasoline,SUV,6,20.0,20.0,20.0,6,no
1111,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,large car,9.5,21.0,31.0,24.0,7,yes
1112,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,small car,9.5,21.0,30.0,24.0,7,yes
1113,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,large car,9.5,19.0,29.0,22.0,6,yes
1114,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,small car,9.5,19.0,28.0,22.0,6,yes
1119,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,large car,7,21.0,31.0,24.0,7,yes
1120,HONDA Accord,2.4,4,Man-5,2WD,Gasoline,large car,7,22.0,31.0,25.0,7,yes
1121,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,small car,7,21.0,30.0,24.0,7,yes
1122,HONDA Accord,2.4,4,Man-5,2WD,Gasoline,small car,7,22.0,31.0,25.0,7,yes
1123,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,large car,7,19.0,29.0,22.0,6,yes
1124,HONDA Accord,3.5,6,Man-6,2WD,Gasoline,small car,7,17.0,25.0,20.0,6,yes
1125,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,small car,7,19.0,28.0,22.0,6,yes
1133,HONDA CR-V,2.4,4,Auto-L5,2WD,Gasoline,SUV,7,20.0,27.0,23.0,7,yes
1134,HONDA CR-V,2.4,4,Auto-L5,4WD,Gasoline,SUV,7,20.0,26.0,22.0,6,yes
1137,HONDA Civic,1.8,4,Auto-L5,2WD,CNG,small car,9.5,24.0,36.0,28.0,9,yes
1139,HONDA Civic,1.8,4,Auto-L5,2WD,Gasoline,small car,7,25.0,36.0,29.0,8,yes
1140,HONDA Civic,1.8,4,Man-5,2WD,Gasoline,small car,7,26.0,34.0,29.0,8,yes
1144,HONDA Civic,2.0,4,Man-6,2WD,Gasoline,small car,6,21.0,29.0,24.0,7,yes
1145,HONDA Civic Hybrid,1.3,4,Auto-AV,2WD,Gasoline,small car,9.5,40.0,45.0,42.0,10,yes
1151,HONDA Element,2.4,4,Man-5,2WD,Gasoline,SUV,6,18.0,23.0,20.0,6,no
1152,HONDA Element,2.4,4,Auto-L5,2WD,Gasoline,SUV,6,20.0,25.0,22.0,6,no
1153,HONDA Element,2.4,4,Man-5,4WD,Gasoline,SUV,6,18.0,23.0,20.0,6,no
1154,HONDA Element,2.4,4,Auto-L5,4WD,Gasoline,SUV,6,19.0,24.0,21.0,6,no
1158,HONDA Fit,1.5,4,Auto-S5,2WD,Gasoline,station wagon,6,27.0,33.0,29.0,8,yes
1159,HONDA Fit,1.5,4,Auto-L5,2WD,Gasoline,station wagon,6,27.0,34.0,30.0,8,yes
1160,HONDA Fit,1.5,4,Man-5,2WD,Gasoline,station wagon,6,28.0,34.0,31.0,9,yes
1161,HONDA Odyssey,3.5,6,Auto-L5,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
1162,HONDA Odyssey,3.5,6,Auto-L5,2WD,Gasoline,minivan,7,17.0,25.0,20.0,6,no
1165,HONDA Pilot,3.5,6,Auto-L5,2WD,Gasoline,SUV,7,16.0,22.0,18.0,5,no
1166,HONDA Pilot,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,15.0,20.0,17.0,4,no
1169,HONDA Ridgeline,3.5,6,Auto-L5,4WD,Gasoline,pickup,7,15.0,20.0,17.0,4,no
1172,HONDA S2000,2.2,4,Man-6,2WD,Gasoline,small car,6,18.0,25.0,21.0,6,no
1179,HUMMER H3,3.7,5,Man-5,4WD,Gasoline,SUV,6,13.0,18.0,15.0,3,no
1180,HUMMER H3,3.7,5,Auto-L4,4WD,Gasoline,SUV,6,14.0,18.0,15.0,3,no
1182,HYUNDAI Accent,1.6,4,Auto-L4,2WD,Gasoline,small car,7,24.0,33.0,28.0,8,yes
1183,HYUNDAI Accent,1.6,4,Man-5,2WD,Gasoline,small car,7,27.0,32.0,29.0,8,yes
1186,HYUNDAI Azera,3.3,6,Auto-L5,2WD,Gasoline,large car,7,18.0,26.0,21.0,6,yes
1187,HYUNDAI Azera,3.8,6,Auto-L5,2WD,Gasoline,large car,7,17.0,26.0,20.0,6,yes
1190,HYUNDAI Elantra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,9.5,25.0,33.0,28.0,8,yes
1191,HYUNDAI Elantra,2.0,4,Man-5,2WD,Gasoline,midsize car,7,24.0,33.0,27.0,8,yes
1192,HYUNDAI Elantra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,7,25.0,33.0,28.0,8,yes
1195,HYUNDAI Entourage,3.8,6,Auto-L5,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
1197,HYUNDAI Santa Fe,2.7,6,Man-5,2WD,Gasoline,SUV,7,17.0,24.0,20.0,6,yes
1198,HYUNDAI Santa Fe,2.7,6,Auto-L4,2WD,Gasoline,SUV,7,18.0,24.0,20.0,6,yes
1199,HYUNDAI Santa Fe,2.7,6,Auto-L4,4WD,Gasoline,SUV,7,17.0,23.0,19.0,5,no
1200,HYUNDAI Santa Fe,2.7,6,Man-5,4WD,Gasoline,SUV,7,17.0,23.0,19.0,5,no
1201,HYUNDAI Santa Fe,3.3,6,Auto-L5,2WD,Gasoline,SUV,7,17.0,24.0,20.0,6,yes
1202,HYUNDAI Santa Fe,3.3,6,Auto-L5,4WD,Gasoline,SUV,7,17.0,24.0,19.0,5,no
1209,HYUNDAI Sonata,2.4,4,Auto-L4,2WD,Gasoline,large car,7,21.0,30.0,24.0,7,yes
1210,HYUNDAI Sonata,2.4,4,Man-5,2WD,Gasoline,large car,7,21.0,31.0,25.0,7,yes
1211,HYUNDAI Sonata,3.3,6,Auto-L5,2WD,Gasoline,large car,7,19.0,28.0,22.0,6,yes
1215,HYUNDAI Tiburon,2.0,4,Auto-L4,2WD,Gasoline,small car,7,20.0,27.0,22.0,6,yes
1216,HYUNDAI Tiburon,2.0,4,Man-5,2WD,Gasoline,small car,7,20.0,28.0,23.0,7,yes
1222,HYUNDAI Tiburon,2.7,6,Man-6,2WD,Gasoline,small car,6,16.0,24.0,19.0,5,no
1223,HYUNDAI Tiburon,2.7,6,Auto-L4,2WD,Gasoline,small car,6,17.0,24.0,20.0,6,no
1224,HYUNDAI Tiburon,2.7,6,Man-5,2WD,Gasoline,small car,6,17.0,24.0,20.0,6,no
1225,HYUNDAI Tucson,2.0,4,Auto-L4,2WD,Gasoline,SUV,7,19.0,25.0,22.0,6,yes
1226,HYUNDAI Tucson,2.0,4,Man-5,2WD,Gasoline,SUV,7,20.0,25.0,22.0,6,yes
1227,HYUNDAI Tucson,2.0,4,Man-5,4WD,Gasoline,SUV,7,19.0,24.0,21.0,6,yes
1233,HYUNDAI Tucson,2.7,6,Auto-L4,2WD,Gasoline,SUV,6,18.0,24.0,20.0,6,no
1234,HYUNDAI Tucson,2.7,6,Auto-L4,4WD,Gasoline,SUV,6,17.0,23.0,19.0,5,no
1237,HYUNDAI Veracruz,3.8,6,Auto-L6,2WD,Gasoline,SUV,6,16.0,23.0,18.0,5,no
1238,HYUNDAI Veracruz,3.8,6,Auto-L6,4WD,Gasoline,SUV,6,15.0,22.0,18.0,5,no
1241,INFINITI FX35,3.5,6,Auto-S5,2WD,Gasoline,SUV,6,15.0,22.0,18.0,5,no
1242,INFINITI FX35,3.5,6,Auto-S5,4WD,Gasoline,SUV,6,15.0,20.0,17.0,4,no
1244,INFINITI FX45,4.5,8,Auto-S5,4WD,Gasoline,SUV,6,13.0,17.0,14.0,2,no
1245,INFINITI G35,3.5,6,Auto-S5,2WD,Gasoline,midsize car,7,17.0,24.0,20.0,6,yes
1246,INFINITI G35,3.5,6,Man-6,2WD,Gasoline,midsize car,7,17.0,25.0,20.0,6,yes
1249,INFINITI G35X,3.5,6,Auto-S5,4WD,Gasoline,midsize car,7,17.0,23.0,19.0,5,no
1251,INFINITI G37,3.7,6,Man-6,2WD,Gasoline,small car,7,17.0,26.0,20.0,6,yes
1252,INFINITI G37,3.7,6,Auto-S5,2WD,Gasoline,small car,7,18.0,24.0,20.0,6,yes
1256,INFINITI M35,3.5,6,Auto-S5,2WD,Gasoline,large car,6,16.0,23.0,19.0,5,no
1258,INFINITI M35X,3.5,6,Auto-S5,4WD,Gasoline,large car,6,16.0,22.0,18.0,5,no
1260,INFINITI M45,4.5,8,Auto-S5,2WD,Gasoline,large car,6,16.0,21.0,18.0,5,no
1262,INFINITI M45X,4.5,8,Auto-S5,4WD,Gasoline,large car,6,14.0,20.0,16.0,4,no
1265,INFINITI QX56,5.6,8,Auto-L5,2WD,Gasoline,SUV,6,12.0,18.0,14.0,2,no
1266,INFINITI QX56,5.6,8,Auto-L5,4WD,Gasoline,SUV,6,12.0,17.0,14.0,2,no
1281,JEEP Commander,3.7,6,Auto-L5,2WD,Gasoline,SUV,6,14.0,19.0,16.0,4,no
1282,JEEP Commander,3.7,6,Auto-L5,4WD,Gasoline,SUV,6,14.0,19.0,16.0,4,no
1283,JEEP Commander,4.7,8,Auto-L5,2WD,Gasoline,SUV,6,14.0,19.0,15.0,3,no
1284,JEEP Commander,4.7,8,Auto-L5,4WD,Gasoline,SUV,6,13.0,18.0,14.0,2,no
1287,JEEP Commander,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13.0,19.0,15.0,3,no
1288,JEEP Commander,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13.0,17.0,14.0,2,no
1291,JEEP Compass,2.4,4,Man-5,2WD,Gasoline,SUV,7,23.0,28.0,25.0,7,yes
1292,JEEP Compass,2.4,4,Auto-AV,4WD,Gasoline,SUV,7,21.0,24.0,22.0,6,yes
1293,JEEP Compass,2.4,4,Man-5,4WD,Gasoline,SUV,7,22.0,27.0,24.0,7,yes
1300,JEEP Grand Cherokee,3.7,6,Auto-L5,2WD,Gasoline,SUV,6,15.0,20.0,17.0,4,no
1301,JEEP Grand Cherokee,3.7,6,Auto-L5,4WD,Gasoline,SUV,6,15.0,19.0,17.0,4,no
1302,JEEP Grand Cherokee,4.7,8,Auto-L5,2WD,Gasoline,SUV,6,14.0,19.0,15.0,3,no
1303,JEEP Grand Cherokee,4.7,8,Auto-L5,4WD,Gasoline,SUV,6,14.0,19.0,15.0,3,no
1306,JEEP Grand Cherokee,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13.0,19.0,15.0,3,no
1307,JEEP Grand Cherokee,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13.0,18.0,15.0,3,no
1309,JEEP Grand Cherokee,6.1,8,Auto-L5,4WD,Gasoline,SUV,6,11.0,14.0,12.0,0,no
1314,JEEP Liberty,3.7,6,Auto-L4,2WD,Gasoline,SUV,7,16.0,22.0,18.0,5,no
1315,JEEP Liberty,3.7,6,Auto-L4,4WD,Gasoline,SUV,7,15.0,21.0,17.0,4,no
1320,JEEP Liberty,3.7,6,Auto-L4,2WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
1321,JEEP Liberty,3.7,6,Man-6,2WD,Gasoline,SUV,6,16.0,22.0,19.0,5,no
1322,JEEP Liberty,3.7,6,Auto-L4,4WD,Gasoline,SUV,6,15.0,21.0,17.0,4,no
