,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
588,CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,small car,6,21,26,23,7,yes
589,CHRYSLER Pacifica,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,7,15,22,18,5,no
590,CHRYSLER Pacifica,4.0,(6 cyl),Auto-L6,2WD,Gasoline,CA,SUV,7,15,23,17,4,no
591,CHRYSLER Pacifica,4.0,(6 cyl),Auto-L6,4WD,Gasoline,CA,SUV,7,14,22,17,4,no
592,CHRYSLER Pacifica,3.8,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,15,22,18,5,no
593,CHRYSLER Pacifica,4.0,(6 cyl),Auto-L6,2WD,Gasoline,FA,SUV,6,15,23,17,4,no
594,CHRYSLER Pacifica,4.0,(6 cyl),Auto-L6,4WD,Gasoline,FA,SUV,6,14,22,17,4,no
595,CHRYSLER SRT-8,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,large car,7,17,24,20,6,yes
596,CHRYSLER SRT-8,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CA,large car,7,17,24,20,6,yes
597,CHRYSLER SRT-8,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FC,large car,7,15,23,18,5,no
598,CHRYSLER SRT-8,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,18,26,21,6,no
599,CHRYSLER SRT-8,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,large car,6,18,26,21,6,no
600,CHRYSLER SRT-8,3.5,(6 cyl),Auto-L5,2WD,Gasoline,FA,large car,6,17,24,20,6,no
601,CHRYSLER SRT-8,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,17,24,20,6,no
602,CHRYSLER SRT-8,6.1,(8 cyl),Auto-L5,2WD,Gasoline,FA,large car,6,13,18,15,3,no
603,CHRYSLER SRT-8,6.1,(8 cyl),Auto-L5,2WD,Gasoline,CA,large car,6,13,18,15,3,no
604,CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,7,21,30,24,7,yes
605,CHRYSLER Sebring,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,midsize car,7,15,24,18,5,no
606,CHRYSLER Sebring,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,midsize car,7,16,26,19,5,no
607,CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,21,30,24,7,yes
608,CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,21,30,24,7,yes
609,CHRYSLER Sebring,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,19,27,22,6,no
610,CHRYSLER Sebring,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,midsize car,6,15,24,18,5,no
611,CHRYSLER Sebring,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,midsize car,6,16,26,19,5,no
612,CHRYSLER Sebring,2.7,(6 cyl),Auto-L4,2WD,ethanol/gas,FA,midsize car,3/3,13/19,20/27,16/22,8/6,no
613,CHRYSLER Sebring Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,small car,7,20,29,23,7,yes
614,CHRYSLER Sebring Convertible,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,small car,7,16,26,19,5,no
615,CHRYSLER Sebring Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,small car,6,20,29,23,7,yes
616,CHRYSLER Sebring Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,small car,6,20,29,23,7,yes
617,CHRYSLER Sebring Convertible,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,small car,6,18,26,21,6,no
618,CHRYSLER Sebring Convertible,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,small car,6,16,26,19,5,no
619,CHRYSLER Sebring Convertible,2.7,(6 cyl),Auto-L4,2WD,ethanol/gas,FA,small car,3/3,13/18,19/26,15/21,7/6,no
620,CHRYSLER Town & Country,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,minivan,7,17,24,19,5,no
621,CHRYSLER Town & Country,3.8,(6 cyl),Auto-L6,2WD,Gasoline,CA,minivan,7,16,23,18,5,no
622,CHRYSLER Town & Country,4.0,(6 cyl),Auto-L6,2WD,Gasoline,CA,minivan,7,16,23,18,5,no
623,CHRYSLER Town & Country,3.3,(6 cyl),Auto-L4,2WD,ethanol,FC,minivan,6,11,17,13,6,no
624,CHRYSLER Town & Country,3.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,minivan,6,17,24,19,5,no
625,CHRYSLER Town & Country,3.8,(6 cyl),Auto-L6,2WD,Gasoline,FA,minivan,6,16,23,18,5,no
626,CHRYSLER Town & Country,4.0,(6 cyl),Auto-L6,2WD,Gasoline,FA,minivan,6,16,23,18,5,no
627,DODGE 3500,3.5,,,,Gasoline,FA,special purpose,1,,,,,no
628,DODGE 3500,3.5,,,,Gasoline,CA,special purpose,1,,,,,no
629,DODGE Avenger,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,7,21,30,24,7,yes
630,DODGE Avenger,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,midsize car,7,15,24,18,5,no
631,DODGE Avenger,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,midsize car,7,16,26,19,5,no
632,DODGE Avenger,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,21,30,24,7,yes
633,DODGE Avenger,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,21,30,24,7,yes
634,DODGE Avenger,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,19,27,22,6,no
635,DODGE Avenger,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,midsize car,6,15,24,18,5,no
636,DODGE Avenger,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,midsize car,6,16,26,19,5,no
637,DODGE Avenger,2.7,(6 cyl),Auto-L4,2WD,ethanol/gas,FA,midsize car,3/3,13/19,20/27,16/22,8/6,no
638,DODGE Caliber,2.4,(4 cyl),Auto-AV,4WD,Gasoline,CA,midsize car,7,21,24,22,6,yes
639,DODGE Caliber,2.4,(4 cyl),Auto-AV,2WD,Gasoline,CA,midsize car,7,21,25,23,7,yes
640,DODGE Caliber,2.0,(4 cyl),Auto-AV,2WD,Gasoline,FA,midsize car,6,23,27,24,7,yes
641,DODGE Caliber,2.0,(4 cyl),Auto-AV,2WD,Gasoline,CA,midsize car,6,23,27,24,7,yes
642,DODGE Caliber,2.4,(4 cyl),Auto-AV,4WD,Gasoline,FA,midsize car,6,21,24,22,6,no
643,DODGE Caliber,2.4,(4 cyl),Auto-AV,2WD,Gasoline,FA,midsize car,6,21,25,23,7,yes
644,DODGE Caliber,2.4,(4 cyl),Auto-AV,2WD,Gasoline,CA,midsize car,6,21,25,23,7,yes
645,DODGE Caravan,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,minivan,7,17,24,19,5,no
646,DODGE Caravan,3.8,(6 cyl),Auto-L6,2WD,Gasoline,CA,minivan,7,16,23,18,5,no
647,DODGE Caravan,4.0,(6 cyl),Auto-L6,2WD,Gasoline,CA,minivan,7,16,23,18,5,no
648,DODGE Caravan,3.3,(6 cyl),Auto-L4,2WD,ethanol/gas,FC,minivan,6/6,11/17,17/24,13/19,6/5,no
649,DODGE Caravan,3.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,minivan,6,17,24,19,5,no
650,DODGE Caravan,3.8,(6 cyl),Auto-L6,2WD,Gasoline,FA,minivan,6,16,23,18,5,no
651,DODGE Caravan,4.0,(6 cyl),Auto-L6,2WD,Gasoline,FA,minivan,6,16,23,18,5,no
652,DODGE Challenger,6.1,(8 cyl),Auto-L5,2WD,Gasoline,FA,midsize car,6,13,18,15,3,no
653,DODGE Challenger,6.1,(8 cyl),Auto-L5,2WD,Gasoline,CA,midsize car,6,13,18,15,3,no
654,DODGE Charger,3.5,(6 cyl),Auto-L5,4WD,Gasoline,CA,large car,7,15,22,18,5,no
655,DODGE Charger,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,large car,7,17,24,20,6,yes
656,DODGE Charger,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CA,large car,7,17,24,20,6,yes
657,DODGE Charger,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FC,large car,7,15,22,18,5,no
658,DODGE Charger,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FC,large car,7,15,23,18,5,no
659,DODGE Charger,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,18,26,21,6,no
660,DODGE Charger,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,large car,6,18,26,21,6,no
661,DODGE Charger,3.5,(6 cyl),Auto-L5,4WD,Gasoline,FA,large car,6,15,22,18,5,no
662,DODGE Charger,3.5,(6 cyl),Auto-L5,2WD,Gasoline,FA,large car,6,17,24,20,6,no
663,DODGE Charger,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,17,24,20,6,no
664,DODGE Charger,6.1,(8 cyl),Auto-L5,2WD,Gasoline,FA,large car,6,13,18,15,3,no
665,DODGE Charger,6.1,(8 cyl),Auto-L5,2WD,Gasoline,CA,large car,6,13,18,15,3,no
666,DODGE Dakota,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,pickup,7,15,20,17,4,no
667,DODGE Dakota,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,pickup,7,14,18,15,3,no
668,DODGE Dakota,4.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,pickup,7,14,19,15,3,no
669,DODGE Dakota,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,pickup,7,14,19,15,3,no
670,DODGE Dakota,3.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,pickup,6,15,20,17,4,no
671,DODGE Dakota,3.7,(6 cyl),Man-6,2WD,Gasoline,FA,pickup,6,16,20,18,5,no
672,DODGE Dakota,3.7,(6 cyl),Auto-L4,4WD,Gasoline,FA,pickup,6,14,18,15,3,no
673,DODGE Dakota,3.7,(6 cyl),Man-6,4WD,Gasoline,FA,pickup,6,15,19,16,4,no
674,DODGE Dakota,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,pickup,6,15,20,17,4,no
675,DODGE Dakota,3.7,(6 cyl),Man-6,2WD,Gasoline,CA,pickup,6,16,20,18,5,no
676,DODGE Dakota,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,pickup,6,14,18,15,3,no
677,DODGE Dakota,3.7,(6 cyl),Man-6,4WD,Gasoline,CA,pickup,6,15,19,16,4,no
678,DODGE Dakota,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,FA,pickup,3/3,9/14,12/19,10/15,4/3,no
679,DODGE Dakota,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,FA,pickup,3/3,9/14,12/19,10/15,4/3,no
680,DODGE Durango,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,7,14,19,16,4,no
681,DODGE Durango,4.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,SUV,7,14,19,15,3,no
682,DODGE Durango,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,SUV,7,13,17,15,3,no
683,DODGE Durango,3.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,14,19,16,4,no
684,DODGE Durango,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,13,19,15,3,no
685,DODGE Durango,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,13,18,15,3,no
686,DODGE Durango,5.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,13,19,15,3,no
687,DODGE Durango,5.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,SUV,6,13,18,15,3,no
688,DODGE Durango,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,FA,SUV,3/3,9/14,12/19,10/15,4/3,no
689,DODGE Durango,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,FA,SUV,3/3,9/13,12/17,10/15,4/3,no
690,DODGE Magnum,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,SUV,7,17,24,20,6,yes
691,DODGE Magnum,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,7,17,24,20,6,yes
692,DODGE Magnum,3.5,(6 cyl),Auto-L5,4WD,Gasoline,CA,SUV,7,15,22,18,5,no
693,DODGE Magnum,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FC,SUV,7,15,23,18,5,no
694,DODGE Magnum,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FC,SUV,7,15,22,18,5,no
695,DODGE Magnum,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,18,26,21,6,no
696,DODGE Magnum,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,6,18,26,21,6,no
697,DODGE Magnum,3.5,(6 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,17,24,20,6,no
698,DODGE Magnum,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,17,24,20,6,no
699,DODGE Magnum,3.5,(6 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,15,22,18,5,no
700,DODGE Magnum,6.1,(8 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,13,18,15,3,no
701,DODGE Magnum,6.1,(8 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,13,18,15,3,no
702,DODGE Nitro,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,7,16,22,18,5,no
703,DODGE Nitro,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,SUV,7,15,21,17,4,no
704,DODGE Nitro,3.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,16,22,18,5,no
705,DODGE Nitro,3.7,(6 cyl),Man-6,2WD,Gasoline,FA,SUV,6,16,22,19,5,no
706,DODGE Nitro,3.7,(6 cyl),Auto-L4,4WD,Gasoline,FA,SUV,6,15,21,17,4,no
707,DODGE Nitro,3.7,(6 cyl),Man-6,4WD,Gasoline,FA,SUV,6,16,22,18,5,no
708,DODGE Nitro,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,6,16,22,18,5,no
709,DODGE Nitro,3.7,(6 cyl),Man-6,2WD,Gasoline,CA,SUV,6,16,22,19,5,no
710,DODGE Nitro,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,SUV,6,15,21,17,4,no
711,DODGE Nitro,3.7,(6 cyl),Man-6,4WD,Gasoline,CA,SUV,6,16,22,18,5,no
712,DODGE Nitro,4.0,(6 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,16,21,18,5,no
713,DODGE Nitro,4.0,(6 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,16,21,18,5,no
714,DODGE RAM 1500,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,pickup,7,14,19,16,4,no
715,DODGE RAM 1500,4.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,pickup,7,13,18,15,3,no
716,DODGE RAM 1500,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,pickup,7,13,17,15,3,no
717,DODGE RAM 1500,3.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,pickup,6,14,19,16,4,no
718,DODGE RAM 1500,3.7,(6 cyl),Man-6,2WD,Gasoline,FA,pickup,6,16,19,17,4,no
719,DODGE RAM 1500,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,pickup,6,14,19,16,4,no
720,DODGE RAM 1500,3.7,(6 cyl),Man-6,2WD,Gasoline,CA,pickup,6,16,19,17,4,no
721,DODGE RAM 1500,4.7,(8 cyl),Man-6,2WD,Gasoline,FA,pickup,6,13,17,14,2,no
722,DODGE RAM 1500,4.7,(8 cyl),Man-6,4WD,Gasoline,FA,pickup,6,12,16,14,2,no
723,DODGE RAM 1500,4.7,(8 cyl),Man-6,2WD,Gasoline,CA,pickup,6,13,17,14,2,no
724,DODGE RAM 1500,4.7,(8 cyl),Man-6,4WD,Gasoline,CA,pickup,6,12,16,14,2,no
725,DODGE RAM 1500,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FA,pickup,6,13,19,15,3,no
726,DODGE RAM 1500,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,pickup,6,13,17,14,2,no
727,DODGE RAM 1500,5.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,pickup,6,13,19,15,3,no
728,DODGE RAM 1500,5.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,pickup,6,13,17,14,2,no
729,DODGE RAM 1500,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,FA,pickup,3/3,9/13,12/18,10/15,4/3,no
730,DODGE RAM 1500,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,FA,pickup,3/3,9/13,12/17,10/15,4/3,no
731,DODGE RAM 1500,5.7,,,2WD,Gasoline,FA,pickup,2,,,,,no
732,DODGE RAM 1500,5.7,,,4WD,Gasoline,FA,pickup,2,,,,,no
733,DODGE RAM 1500,5.7,,,2WD,Gasoline,CA,pickup,2,,,,,no
734,DODGE RAM 1500,5.7,,,4WD,Gasoline,CA,pickup,2,,,,,no
735,DODGE RAM 2500,5.7,,,2WD,Gasoline,FA,pickup,2,,,,,no
736,DODGE RAM 2500,5.7,,,4WD,Gasoline,FA,pickup,2,,,,,no
737,DODGE RAM 2500,5.7,,,,Gasoline,FA,special purpose,2,,,,,no
738,DODGE RAM 2500,5.7,,,2WD,Gasoline,CA,pickup,2,,,,,no
739,DODGE RAM 2500,5.7,,,4WD,Gasoline,CA,pickup,2,,,,,no
740,DODGE RAM 2500,5.7,,,,Gasoline,CA,special purpose,2,,,,,no
741,DODGE RAM 2500,6.7,,,2WD,diesel,FA,pickup,2,,,,,no
742,DODGE RAM 2500,6.7,,,4WD,diesel,FA,pickup,2,,,,,no
743,DODGE RAM 3500,5.7,,,2WD,Gasoline,CA,pickup,1,,,,,no
744,DODGE RAM 3500,5.7,,,4WD,Gasoline,CA,pickup,1,,,,,no
745,DODGE RAM 3500,5.7,,,,Gasoline,CA,special purpose,1,,,,,no
746,DODGE RAM 3500,6.7,,,2WD,diesel,FA,pickup,1,,,,,no
747,DODGE RAM 3500,6.7,,,4WD,diesel,FA,pickup,1,,,,,no
748,DODGE RAM 3500,5.7,,,2WD,Gasoline,FA,pickup,0,,,,,no
749,DODGE RAM 3500,5.7,,,4WD,Gasoline,FA,pickup,0,,,,,no
750,DODGE RAM 3500,5.7,,,,Gasoline,FA,special purpose,0,,,,,no
751,DODGE Sprinter 2500,3.5,,,,Gasoline,FA,van,3,,,,,no
752,DODGE Sprinter 2500,3.5,,,,Gasoline,FA,van,3,,,,,no
753,DODGE Sprinter 2500,3.5,,,,Gasoline,CA,van,3,,,,,no
754,DODGE Sprinter 2500,3.5,,,,Gasoline,CA,van,3,,,,,no
755,DODGE Viper,8.4,(10 cyl),Man-6,2WD,Gasoline,FA,small car,6,13,22,16,4,no
756,DODGE Viper,8.4,(10 cyl),Man-6,2WD,Gasoline,CA,small car,6,13,22,16,4,no
757,DODGE Viper Convertible,8.4,(10 cyl),Man-6,2WD,Gasoline,FA,small car,6,13,22,16,4,no
758,DODGE Viper Convertible,8.4,(10 cyl),Man-6,2WD,Gasoline,CA,small car,6,13,22,16,4,no
759,FERRARI 599 GTB Fiorano,5.9,(12 cyl),Auto-6,2WD,Gasoline,FA,small car,6,11,15,12,0,no
760,FERRARI 599 GTB Fiorano,5.9,(12 cyl),Man-6,2WD,Gasoline,FA,small car,6,11,15,12,0,no
761,FERRARI 599 GTB Fiorano,5.9,(12 cyl),Auto-6,2WD,Gasoline,CA,small car,6,11,15,12,0,no
762,FERRARI 599 GTB Fiorano,5.9,(12 cyl),Man-6,2WD,Gasoline,CA,small car,6,11,15,12,0,no
763,FERRARI 612 Scaglietti,5.7,(12 cyl),Auto-6,2WD,Gasoline,FA,midsize car,6,9,16,11,0,no
764,FERRARI 612 Scaglietti,5.7,(12 cyl),Man-6,2WD,Gasoline,FA,midsize car,6,10,15,12,0,no
765,FERRARI 612 Scaglietti,5.7,(12 cyl),Auto-6,2WD,Gasoline,CA,midsize car,6,9,16,11,0,no
766,FERRARI 612 Scaglietti,5.7,(12 cyl),Man-6,2WD,Gasoline,CA,midsize car,6,10,15,12,0,no
767,FORD Crown Victoria FFV,4.6,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,large car,6/6,11/15,16/23,13/18,6/5,no
768,FORD E150,4.6,,,,Gasoline,FA,van,3,,,,,no
769,FORD E150,4.6,,,,Gasoline,FA,van,3,,,,,no
770,FORD E150,4.6,,,,Gasoline,CA,van,3,,,,,no
771,FORD E150,4.6,,,,Gasoline,CA,van,3,,,,,no
772,FORD E150,5.4,,,,Gasoline,FA,van,3,,,,,no
773,FORD E150,5.4,,,,Gasoline,FA,van,3,,,,,no
774,FORD E150,5.4,,,,Gasoline,CA,van,3,,,,,no
775,FORD E150,5.4,,,,Gasoline,CA,van,3,,,,,no
776,FORD E150,4.6,,,,Gasoline,FA,van,2,,,,,no
777,FORD E150,5.4,,,,Gasoline,FA,van,2,,,,,no
778,FORD E150 Club Wagon FFV,4.6,,,,ethanol/gas,FA,van,3/3,,,,,no
779,FORD E150 Club Wagon FFV,4.6,,,,ethanol/gas,CA,van,3/3,,,,,no
780,FORD E150 FFV,4.6,,,,ethanol/gas,FA,van,3/3,,,,,no
781,FORD E150 FFV,4.6,,,,ethanol/gas,CA,van,3/3,,,,,no
782,FORD E250,4.6,,,,Gasoline,FA,special purpose,3,,,,,no
783,FORD E250,4.6,,,,Gasoline,FA,van,3,,,,,no
784,FORD E250,4.6,,,,Gasoline,CA,special purpose,3,,,,,no
785,FORD E250,4.6,,,,Gasoline,CA,van,3,,,,,no
786,FORD E250,5.4,,,,Gasoline,FA,van,3,,,,,no
787,FORD E250,5.4,,,,Gasoline,CA,van,3,,,,,no
788,FORD E250,4.6,,,,Gasoline,FA,van,2,,,,,no
789,FORD E250,5.4,,,,Gasoline,FA,van,2,,,,,no
790,FORD E250 FFV,4.6,,,,ethanol/gas,FA,van,3/3,,,,,no
791,FORD E250 FFV,4.6,,,,ethanol/gas,CA,van,3/3,,,,,no
792,FORD E350,5.4,,,,Gasoline,FA,special purpose,3,,,,,no
793,FORD E350,5.4,,,,Gasoline,FA,van,3,,,,,no
794,FORD E350,5.4,,,,Gasoline,FA,van,3,,,,,no
795,FORD E350,5.4,,,,Gasoline,CA,special purpose,3,,,,,no
796,FORD E350,5.4,,,,Gasoline,CA,van,3,,,,,no
797,FORD E350,5.4,,,,Gasoline,CA,van,3,,,,,no
798,FORD E350,6.8,,,,Gasoline,FC,van,3,,,,,no
799,FORD E350,5.4,,,,Gasoline,FA,van,2,,,,,no
800,FORD E350,5.4,,,,Gasoline,FA,van,2,,,,,no
801,FORD Edge,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,SUV,7,16,24,19,5,no
802,FORD Edge,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,SUV,7,15,22,18,5,no
803,FORD Edge,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,SUV,6,16,24,19,5,no
804,FORD Edge,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,SUV,6,15,22,18,5,no
805,FORD Escape,2.3,(4 cyl),Man-5,2WD,Gasoline,CA,SUV,7,22,28,24,7,yes
806,FORD Escape,2.3,(4 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,20,26,22,6,no
807,FORD Escape,2.3,(4 cyl),Man-5,2WD,Gasoline,FA,SUV,6,22,28,24,7,yes
808,FORD Escape,2.3,(4 cyl),Auto-L4,4WD,Gasoline,FA,SUV,6,19,24,21,6,no
809,FORD Escape,2.3,(4 cyl),Auto-L4,2WD,Gasoline,CA,SUV,6,20,26,22,6,no
810,FORD Escape,2.3,(4 cyl),Auto-L4,4WD,Gasoline,CA,SUV,6,19,24,21,6,no
811,FORD Escape,3.0,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,18,24,20,6,no
812,FORD Escape,3.0,(6 cyl),Auto-L4,4WD,Gasoline,FA,SUV,6,17,22,19,5,no
813,FORD Escape,3.0,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,6,18,24,20,6,no
814,FORD Escape,3.0,(6 cyl),Auto-L4,4WD,Gasoline,CA,SUV,6,17,22,19,5,no
815,FORD Escape Hybrid,2.3,(4 cyl),Auto-AV,2WD,Gasoline,CA,SUV,9.5,34,30,32,9,yes
816,FORD Escape Hybrid,2.3,(4 cyl),Auto-AV,4WD,Gasoline,CA,SUV,9.5,29,27,28,8,yes
817,FORD Escape Hybrid,2.3,(4 cyl),Auto-AV,2WD,Gasoline,FA,SUV,8,34,30,32,9,yes
818,FORD Escape Hybrid,2.3,(4 cyl),Auto-AV,4WD,Gasoline,FA,SUV,8,29,27,28,8,yes
819,FORD Expedition,5.4,(8 cyl),Auto-L6,2WD,Gasoline,CA,SUV,7,12,18,14,2,no
820,FORD Expedition,5.4,,,4WD,Gasoline,CA,SUV,7,,,,,no
821,FORD Expedition,5.4,(8 cyl),Auto-L6,2WD,Gasoline,FA,SUV,6,12,18,14,2,no
822,FORD Expedition,5.4,,,4WD,Gasoline,FA,SUV,6,,,,,no
823,FORD Explorer,4.0,(6 cyl),Auto-L5,2WD,Gasoline,FA,SUV,7,14,20,16,4,no
824,FORD Explorer,4.0,(6 cyl),Auto-L5,4WD,Gasoline,FA,SUV,7,13,19,15,3,no
825,FORD Explorer,4.0,(6 cyl),Auto-L5,2WD,Gasoline,CA,SUV,7,14,20,16,4,no
826,FORD Explorer,4.0,(6 cyl),Auto-L5,4WD,Gasoline,CA,SUV,7,13,19,15,3,no
827,FORD Explorer,4.6,(8 cyl),Auto-L6,2WD,Gasoline,CA,SUV,7,13,20,16,4,no
828,FORD Explorer,4.6,(8 cyl),Auto-L6,2WD,Gasoline,CA,SUV,7,13,20,16,4,no
829,FORD Explorer,4.6,(8 cyl),Auto-L6,4WD,Gasoline,CA,SUV,7,13,19,15,3,no
830,FORD Explorer,4.6,(8 cyl),Auto-L6,4WD,Gasoline,CA,SUV,7,13,19,15,3,no
831,FORD Explorer,4.6,(8 cyl),Auto-L6,2WD,Gasoline,FA,SUV,6,13,20,16,4,no
832,FORD Explorer,4.6,(8 cyl),Auto-L6,4WD,Gasoline,FA,SUV,6,13,19,15,3,no
833,FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,2WD,Gasoline,FA,pickup,7,14,20,16,4,no
834,FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,4WD,Gasoline,FA,pickup,7,13,19,15,3,no
835,FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,2WD,Gasoline,CA,pickup,7,14,20,16,4,no
836,FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,4WD,Gasoline,CA,pickup,7,13,19,15,3,no
837,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,2WD,Gasoline,CA,pickup,7,13,20,16,4,no
838,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,2WD,Gasoline,CA,pickup,7,13,20,16,4,no
839,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,4WD,Gasoline,CA,pickup,7,13,19,15,3,no
840,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,4WD,Gasoline,CA,pickup,7,13,19,15,3,no
